accession	variant	length	category	description
BBO54264.1	NDM-5	270	Plasmid_associated	BBO54264.1 class B beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
BBO54378.1	NDM-5	270	Plasmid_associated	BBO54378.1 class B beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
BBO54478.1	NDM-5	270	Plasmid_associated	BBO54478.1 class B beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
BBO54595.1	NDM-5	270	Plasmid_associated	BBO54595.1 class B beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
QGF02533.1	NDM-5	270	Plasmid_associated	QGF02533.1 Carbapenemase NDM-5 (plasmid) [Klebsiella pneumoniae]
QGJ03554.1	NDM-5	270	Biological_protein	QGJ03554.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella sp.]
QGJ03555.1	NDM-5	270	Biological_protein	QGJ03555.1 subclass B1 metallo-beta-lactamase NDM-5 [Pseudomonas sp.]
QGJ03556.1	NDM-5	270	Biological_protein	QGJ03556.1 subclass B1 metallo-beta-lactamase NDM-5 [Acinetobacter baumannii]
QGJ03557.1	NDM-5	270	Biological_protein	QGJ03557.1 subclass B1 metallo-beta-lactamase NDM-5 [Acinetobacter baumannii]
QGJ03558.1	NDM-5	270	Biological_protein	QGJ03558.1 subclass B1 metallo-beta-lactamase NDM-5 [Pseudomonas sp.]
QGJ03559.1	NDM-5	270	Biological_protein	QGJ03559.1 subclass B1 metallo-beta-lactamase NDM-5 [Pseudomonas sp.]
QGM50337.1	NDM-5	270	Precursor	QGM50337.1 Beta-lactamase NDM-5 precursor (plasmid) [Klebsiella pneumoniae]
QGQ12825.1	NDM-5	270	Plasmid_associated	QGQ12825.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
QGQ17637.1	NDM-5	270	Plasmid_associated	QGQ17637.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QGQ43812.1	NDM-5	270	Plasmid_associated	QGQ43812.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QGT51610.1	NDM-5	270	Plasmid_associated	QGT51610.1 NDM-5 (plasmid) [Escherichia coli]
QGT51716.1	NDM-5	270	Plasmid_associated	QGT51716.1 NDM-5 (plasmid) [Escherichia coli]
BBP94865.1	NDM-5	270	Plasmid_associated	BBP94865.1 NDM-5 (plasmid) [Escherichia coli]
QGW61857.1	NDM-5	270	Biological_protein	QGW61857.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
QHJ90310.1	NDM-5	270	Plasmid_associated	QHJ90310.1 NDM-5 (plasmid) [Escherichia coli]
QHQ46642.1	NDM-5	270	Plasmid_associated	QHQ46642.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
QHR93666.1	NDM-5	270	Plasmid_associated	QHR93666.1 NDM-5 (plasmid) [Escherichia coli]
QHS08671.1	NDM-5	270	Plasmid_associated	QHS08671.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QHV83327.1	NDM-5	270	Plasmid_associated	QHV83327.1 NDM-5 (plasmid) [Escherichia coli]
QHW86001.1	NDM-5	270	Plasmid_associated	QHW86001.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QHW90446.1	NDM-5	270	Plasmid_associated	QHW90446.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QHW94842.1	NDM-5	270	Plasmid_associated	QHW94842.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QIC00065.1	NDM-5	270	Plasmid_associated	QIC00065.1 New Delhi metallo-beta-lactamase NDM-5 (plasmid) [Enterobacter cloacae]
QIC00114.1	NDM-5	270	Plasmid_associated	QIC00114.1 New Delhi metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QIC00162.1	NDM-5	270	Plasmid_associated	QIC00162.1 New Delhi metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QIC00212.1	NDM-5	270	Plasmid_associated	QIC00212.1 New Delhi metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QIC00261.1	NDM-5	270	Plasmid_associated	QIC00261.1 New Delhi metallo-beta-lactamase NDM-5 (plasmid) [Citrobacter freundii]
QIC00309.1	NDM-5	270	Plasmid_associated	QIC00309.1 New Delhi metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QIE53938.1	NDM-5	270	Plasmid_associated	QIE53938.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QIF72258.1	NDM-5	270	Plasmid_associated	QIF72258.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QIF76858.1	NDM-5	270	Plasmid_associated	QIF76858.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QII80257.1	NDM-5	270	Plasmid_associated	QII80257.1 subclass B1 metallo-beta-lactamase NDM-5, partial (plasmid) [Escherichia coli]
QIM14241.1	NDM-5	270	Plasmid_associated	QIM14241.1 Beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QIR47511.1	NDM-5	270	Plasmid_associated	QIR47511.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
QIR63338.1	NDM-5	270	Plasmid_associated	QIR63338.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QJB67840.1	NDM-5	270	Plasmid_associated	QJB67840.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QJS00076.1	NDM-5	270	Biological_protein	QJS00076.1 subclass B1 metallo-beta-lactamase NDM-5 [Escherichia coli O89:H9]
QJS57461.1	NDM-5	270	Biological_protein	QJS57461.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
BCD83585.1	NDM-5	270	Plasmid_associated	BCD83585.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QKY82495.1	NDM-5	270	Plasmid_associated	QKY82495.1 NDM-5 metallo-beta-lactamase (plasmid) [Escherichia coli]
QKY82497.1	NDM-5	270	Plasmid_associated	QKY82497.1 NDM-5 metallo-beta-lactamase (plasmid) [Escherichia coli]
QKY82499.1	NDM-5	270	Plasmid_associated	QKY82499.1 NDM-5 metallo-beta-lactamase (plasmid) [Escherichia coli]
QKY82502.1	NDM-5	270	Plasmid_associated	QKY82502.1 NDM-5 metallo-beta-lactamase (plasmid) [Escherichia coli]
QLB33632.1	NDM-5	270	Plasmid_associated	QLB33632.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
QLF67381.1	NDM-5	270	Plasmid_associated	QLF67381.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
QLG03997.1	NDM-5	270	Plasmid_associated	QLG03997.1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QLG04086.1	NDM-5	270	Plasmid_associated	QLG04086.1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QLG18958.1	NDM-5	270	Plasmid_associated	QLG18958.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
QLJ43402.1	NDM-5	270	Plasmid_associated	QLJ43402.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
BBT60181.1	NDM-5	270	Plasmid_associated	BBT60181.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
BBT88036.1	NDM-5	270	Plasmid_associated	BBT88036.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella ornithinolytica]
QLQ60748.1	NDM-5	270	Plasmid_associated	QLQ60748.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QNG31078.1	NDM-5	270	Plasmid_associated	QNG31078.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QOQ33213.1	NDM-5	270	Plasmid_associated	QOQ33213.1 NDM-5 (plasmid) [Klebsiella pneumoniae]
QOQ44975.1	NDM-5	270	Plasmid_associated	QOQ44975.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
QOR48876.1	NDM-5	270	Plasmid_associated	QOR48876.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Citrobacter sedlakii]
QPB30133.1	NDM-5	270	Plasmid_associated	QPB30133.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
QPL19768.1	NDM-5	270	Plasmid_associated	QPL19768.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
QPM55066.1	NDM-5	270	Plasmid_associated	QPM55066.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
QPM60354.1	NDM-5	270	Plasmid_associated	QPM60354.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
QPN95948.1	NDM-5	270	Plasmid_associated	QPN95948.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QRC55052.1	NDM-5	270	Plasmid_associated	QRC55052.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
QRF22189.1	NDM-5	270	Plasmid_associated	QRF22189.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QRG93086.1	NDM-5	270	Plasmid_associated	QRG93086.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
QRX67575.1	NDM-5	270	Biological_protein	QRX67575.1 subclass B1 metallo-beta-lactamase NDM-5 [Escherichia coli]
QSC79413.1	NDM-5	270	Plasmid_associated	QSC79413.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QSQ77455.1	NDM-5	270	Plasmid_associated	QSQ77455.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
QSW17845.1	NDM-5	270	Plasmid_associated	QSW17845.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella michiganensis]
QSI39889.1	NDM-5	270	Plasmid_associated	QSI39889.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
QUR60844.1	NDM-5	270	Plasmid_associated	QUR60844.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QUX12347.1	NDM-5	270	Plasmid_associated	QUX12347.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae subsp. pneumoniae]
QVK43692.1	NDM-5	270	Plasmid_associated	QVK43692.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QWA98843.1	NDM-5	270	Plasmid_associated	QWA98843.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella quasipneumoniae]
QWC30720.1	NDM-5	270	Plasmid_associated	QWC30720.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
QWK04363.1	NDM-5	270	Plasmid_associated	QWK04363.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QWK18678.1	NDM-5	270	Plasmid_associated	QWK18678.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QWR75746.1	NDM-5	270	Plasmid_associated	QWR75746.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QWS86482.1	NDM-5	270	Plasmid_associated	QWS86482.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Enterobacter hormaechei]
QWU42766.1	NDM-5	270	Plasmid_associated	QWU42766.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QWY91980.1	NDM-5	270	Plasmid_associated	QWY91980.1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QWY92153.1	NDM-5	270	Plasmid_associated	QWY92153.1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QWY93930.1	NDM-5	270	Biological_protein	QWY93930.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
QWY93931.1	NDM-5	270	Biological_protein	QWY93931.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
QWY93932.1	NDM-5	270	Biological_protein	QWY93932.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
QWY93933.1	NDM-5	270	Biological_protein	QWY93933.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
QWY93934.1	NDM-5	270	Biological_protein	QWY93934.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
QWY93935.1	NDM-5	270	Biological_protein	QWY93935.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
QWY93936.1	NDM-5	270	Biological_protein	QWY93936.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
QWY93937.1	NDM-5	270	Biological_protein	QWY93937.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
QWY93938.1	NDM-5	270	Biological_protein	QWY93938.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
QWY97078.1	NDM-5	270	Biological_protein	QWY97078.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
QWY97079.1	NDM-5	270	Biological_protein	QWY97079.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
QWY97080.1	NDM-5	270	Biological_protein	QWY97080.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
QWY97081.1	NDM-5	270	Biological_protein	QWY97081.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
QXC68533.1	NDM-5	270	Plasmid_associated	QXC68533.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella aerogenes]
QXN56686.1	NDM-5	270	Biological_protein	QXN56686.1 subclass B1 metallo-beta-lactamase NDM-5 [Klebsiella pneumoniae]
QXN56687.1	NDM-5	270	Biological_protein	QXN56687.1 subclass B1 metallo-beta-lactamase NDM-5 [Escherichia coli]
QYM46891.1	NDM-5	270	Plasmid_associated	QYM46891.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
BCX36436.1	NDM-5	270	Plasmid_associated	BCX36436.1 NDM-5 metallo-beta-lactamase (plasmid) [Escherichia coli]
QZQ37453.1	NDM-5	270	Plasmid_associated	QZQ37453.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QZQ41996.1	NDM-5	270	Plasmid_associated	QZQ41996.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
QZQ46524.1	NDM-5	270	Plasmid_associated	QZQ46524.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UAY36119.1	NDM-5	270	Plasmid_associated	UAY36119.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UBF40031.1	NDM-5	270	Plasmid_associated	UBF40031.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UBM03783.1	NDM-5	270	Plasmid_associated	UBM03783.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UBO40508.1	NDM-5	270	Plasmid_associated	UBO40508.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UBO49170.1	NDM-5	270	Plasmid_associated	UBO49170.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UBO49180.1	NDM-5	270	Plasmid_associated	UBO49180.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UBO62796.1	NDM-5	270	Plasmid_associated	UBO62796.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UBO62883.1	NDM-5	270	Plasmid_associated	UBO62883.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UBO62888.1	NDM-5	270	Plasmid_associated	UBO62888.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UBO62988.1	NDM-5	270	Plasmid_associated	UBO62988.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UBO67250.1	NDM-5	270	Plasmid_associated	UBO67250.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UCT21136.1	NDM-5	270	Plasmid_associated	UCT21136.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UCT21193.1	NDM-5	270	Plasmid_associated	UCT21193.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UDG07866.1	NDM-5	270	Plasmid_associated	UDG07866.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UDG12401.1	NDM-5	270	Plasmid_associated	UDG12401.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UDG22147.1	NDM-5	270	Plasmid_associated	UDG22147.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UDG26802.1	NDM-5	270	Plasmid_associated	UDG26802.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UDG26863.1	NDM-5	270	Plasmid_associated	UDG26863.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UDG17333.1	NDM-5	270	Plasmid_associated	UDG17333.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UDM31541.1	NDM-5	270	Plasmid_associated	UDM31541.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UDN33957.1	NDM-5	270	Plasmid_associated	UDN33957.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UDN33964.1	NDM-5	270	Plasmid_associated	UDN33964.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UDN34083.1	NDM-5	270	Plasmid_associated	UDN34083.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UDN34090.1	NDM-5	270	Plasmid_associated	UDN34090.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UDN34121.1	NDM-5	270	Plasmid_associated	UDN34121.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UDN34126.1	NDM-5	270	Plasmid_associated	UDN34126.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UDN34138.1	NDM-5	270	Plasmid_associated	UDN34138.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UDN34148.1	NDM-5	270	Plasmid_associated	UDN34148.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UDN34156.1	NDM-5	270	Plasmid_associated	UDN34156.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UEK71544.1	NDM-5	270	Plasmid_associated	UEK71544.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Citrobacter freundii]
UES04800.1	NDM-5	270	Plasmid_associated	UES04800.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UES13589.1	NDM-5	270	Plasmid_associated	UES13589.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UES09200.1	NDM-5	270	Plasmid_associated	UES09200.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UES18002.1	NDM-5	270	Plasmid_associated	UES18002.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UES22353.1	NDM-5	270	Plasmid_associated	UES22353.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UES26742.1	NDM-5	270	Plasmid_associated	UES26742.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UFK81202.1	NDM-5	270	Plasmid_associated	UFK81202.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UFZ20841.1	NDM-5	270	Plasmid_associated	UFZ20841.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UII45200.1	NDM-5	270	Plasmid_associated	UII45200.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UII40260.1	NDM-5	270	Plasmid_associated	UII40260.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UIL83609.1	NDM-5	270	Plasmid_associated	UIL83609.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UIL70061.1	NDM-5	270	Plasmid_associated	UIL70061.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UIL99985.1	NDM-5	270	Biological_protein	UIL99985.1 subclass B1 metallo-beta-lactamase NDM-5 [Escherichia coli]
UIM24855.1	NDM-5	270	Plasmid_associated	UIM24855.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UIM30671.1	NDM-5	270	Plasmid_associated	UIM30671.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UIM03032.1	NDM-5	270	Plasmid_associated	UIM03032.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UIM12081.1	NDM-5	270	Plasmid_associated	UIM12081.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UIM53090.1	NDM-5	270	Plasmid_associated	UIM53090.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UIR44172.1	NDM-5	270	Plasmid_associated	UIR44172.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UIR48869.1	NDM-5	270	Plasmid_associated	UIR48869.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UIZ76979.1	NDM-5	270	Plasmid_associated	UIZ76979.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella ornithinolytica]
UJB78039.1	NDM-5	270	Plasmid_associated	UJB78039.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Citrobacter portucalensis]
UJB82662.1	NDM-5	270	Plasmid_associated	UJB82662.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UKS50214.1	NDM-5	270	Plasmid_associated	UKS50214.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella michiganensis]
ULG10158.1	NDM-5	270	Plasmid_associated	ULG10158.1 NDM-5 protein (plasmid) [Escherichia coli]
UMW94873.1	NDM-5	264	Plasmid_associated	UMW94873.1 NDM-5 (plasmid) [Escherichia coli]
UMW94909.1	NDM-5	270	Plasmid_associated	UMW94909.1 NDM-5 (plasmid) [Escherichia coli]
UMW94958.1	NDM-5	270	Plasmid_associated	UMW94958.1 NDM-5 (plasmid) [Escherichia coli]
UNC33231.1	NDM-5	270	Plasmid_associated	UNC33231.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UNC37995.1	NDM-5	270	Plasmid_associated	UNC37995.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UNC43022.1	NDM-5	270	Plasmid_associated	UNC43022.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UND00817.1	NDM-5	270	Plasmid_associated	UND00817.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UND05312.1	NDM-5	270	Plasmid_associated	UND05312.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UND05323.1	NDM-5	270	Plasmid_associated	UND05323.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UND10031.1	NDM-5	270	Plasmid_associated	UND10031.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UND14682.1	NDM-5	270	Plasmid_associated	UND14682.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UND19331.1	NDM-5	270	Plasmid_associated	UND19331.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UND23719.1	NDM-5	270	Plasmid_associated	UND23719.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UND28467.1	NDM-5	270	Plasmid_associated	UND28467.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UND33074.1	NDM-5	270	Plasmid_associated	UND33074.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UND37646.1	NDM-5	270	Plasmid_associated	UND37646.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UND42460.1	NDM-5	270	Plasmid_associated	UND42460.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UND47224.1	NDM-5	270	Plasmid_associated	UND47224.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UND56434.1	NDM-5	270	Plasmid_associated	UND56434.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UND61231.1	NDM-5	270	Plasmid_associated	UND61231.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UND84879.1	NDM-5	270	Plasmid_associated	UND84879.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UND89550.1	NDM-5	270	Plasmid_associated	UND89550.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UND94092.1	NDM-5	270	Plasmid_associated	UND94092.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UND98658.1	NDM-5	270	Plasmid_associated	UND98658.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UNE60899.1	NDM-5	270	Plasmid_associated	UNE60899.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UNI62057.1	NDM-5	270	Plasmid_associated	UNI62057.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
BBL99509.1	NDM-5	270	Plasmid_associated	BBL99509.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UNM54679.1	NDM-5	270	Plasmid_associated	UNM54679.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Klebsiella pneumoniae]
UNN27229.1	NDM-5	270	Plasmid_associated	UNN27229.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UNX91824.1	NDM-5	270	Plasmid_associated	UNX91824.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UNX96698.1	NDM-5	270	Plasmid_associated	UNX96698.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UNY01574.1	NDM-5	270	Plasmid_associated	UNY01574.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UNY06447.1	NDM-5	270	Plasmid_associated	UNY06447.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UNY11321.1	NDM-5	270	Plasmid_associated	UNY11321.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Escherichia coli]
UNY97037.1	NDM-5	270	Plasmid_associated	UNY97037.1 subclass B1 metallo-beta-lactamase NDM-5 (plasmid) [Salmonella enterica subsp. enterica]
